GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
gui4j,org.gui4j.core,Gui4jComponentPropertyGetter,157,0,8,0,45,0,11,0,7,0
gui4j,org.gui4j.core,Gui4jComponentArg,71,0,0,0,24,0,13,0,13,0
gui4j,org.gui4j.core,Gui4jReflectionManager,223,221,22,22,42,43,18,17,5,8
gui4j,org.gui4j.core,Gui4jComponentContainerManager.Resource.new EntityResolver() {...},74,0,6,0,11,0,5,0,2,0
gui4j,org.gui4j.core,Gui4jComponentInstance,203,0,22,0,58,0,28,0,17,0
gui4j,org.gui4j.core,Gui4jComponentPropertySetter.new Runnable() {...},44,0,2,0,11,0,3,0,2,0
gui4j,org.gui4j.core,Gui4jComponentContainerManager,226,0,18,0,49,0,19,0,10,0
gui4j,org.gui4j.core,Gui4jSwingContainer.Gui4jComponentInstanceProperty,82,0,8,0,23,0,7,0,3,0
gui4j,org.gui4j.core,Gui4jThreadManager,372,0,30,0,88,0,36,0,21,0
gui4j,org.gui4j.core,Gui4jComponentContainerManager.Gui4jComponentContainerImpl.new Gui4jAbstractComponent() {...},18,0,0,0,4,0,4,0,4,0
gui4j,org.gui4j.core,Gui4jComponentPath,233,0,46,0,53,0,35,0,12,0
gui4j,org.gui4j.core,Gui4jThreadManager.new Runnable() {...},66,0,2,0,14,0,3,0,2,0
gui4j,org.gui4j.core,Gui4jThreadManager.InvokerCallStack,16,0,0,0,3,0,2,0,2,0
gui4j,org.gui4j.core,Gui4jComponentFactory.SubElement,161,0,8,0,28,0,16,0,12,0
gui4j,org.gui4j.core,Gui4jMap1,136,0,20,0,40,0,26,0,16,0
gui4j,org.gui4j.core,Gui4jQualifiedComponent,131,0,16,0,26,0,20,0,12,0
gui4j,org.gui4j.core,Gui4jAbstractComponent,596,0,54,0,163,0,65,0,38,0
gui4j,org.gui4j.core,Gui4jTypeCheck,90,0,14,0,19,0,11,0,4,0
gui4j,org.gui4j.core,Gui4jAbstractComponent.new AbstractAction() {...},16,0,0,0,3,0,2,0,2,0
gui4j,org.gui4j.core,Gui4jComponentContainerManager.Resource,776,0,60,0,185,0,49,0,19,0
gui4j,org.gui4j.core,Gui4jSwingContainer.Gui4jComponentContainerIncludeInstance,139,0,20,0,39,0,17,0,7,0
gui4j,org.gui4j.core,Gui4jStyleContainer,382,0,44,0,93,0,28,0,6,0
gui4j,org.gui4j.core,Gui4jMouseListener,83,0,8,0,27,0,14,0,10,0
gui4j,org.gui4j.core,Gui4jThreadManager.WorkerThread,297,0,46,0,68,0,28,0,5,0
gui4j,org.gui4j.core,Gui4jComponentManager,704,0,38,0,193,0,37,0,18,0
gui4j,org.gui4j.core,Gui4jComponentContainerManager.ImportInfo,3,0,0,0,1,0,1,0,1,0
gui4j,org.gui4j.core,Gui4jComponentPropertySetter,124,0,12,0,37,0,12,0,6,0
gui4j,org.gui4j.core,Gui4jComponentFactory,774,0,34,0,153,0,43,0,26,0
gui4j,org.gui4j.core,Gui4jThreadManager.WorkPackage,24,0,0,0,9,0,1,0,1,0
gui4j,org.gui4j.core,Gui4jTextAttribute,384,0,86,0,83,0,59,0,16,0
gui4j,org.gui4j.core,Gui4jComponentContainerManager.Gui4jComponentContainerImpl,971,0,96,0,221,0,69,0,21,0
gui4j,org.gui4j.core,Gui4jSwingContainer.new Runnable() {...},24,0,2,0,6,0,3,0,2,0
gui4j,org.gui4j.core,Gui4jSwingContainer.Gui4jPropertyListenerDelete,15,0,0,0,6,0,2,0,2,0
gui4j,org.gui4j.core,Gui4jComponentContainerInclude,80,0,2,0,22,0,13,0,12,0
gui4j,org.gui4j.dflt.event,EqualsValueEvent,73,0,12,0,21,0,11,0,5,0
gui4j,org.gui4j.dflt.event,ComposeEvents,12,0,0,0,6,0,2,0,2,0
gui4j,org.gui4j.dflt.event,ValueEvent,49,0,8,0,19,0,10,0,6,0
gui4j,org.gui4j.event,SimpleEvent,59,0,4,0,18,0,8,0,6,0
gui4j,org.gui4j.core.call,Gui4jAccessImpl,0,35,0,8,0,8,0,6,0,2
gui4j,org.gui4j.core.call,Gui4jDefaultCall,115,32,10,0,22,9,17,3,12,3
gui4j,org.gui4j.core.call,Gui4jAccessSetValue,123,0,10,0,27,0,10,0,5,0
gui4j,org.gui4j.core.call,Gui4jAccessDouble,43,0,2,0,13,0,5,0,4,0
gui4j,org.gui4j.core.call,Gui4jAccessBoolean,83,0,5,0,22,0,7,0,4,0
gui4j,org.gui4j.core.call,Gui4jAccessCharacter,55,0,2,0,14,0,5,0,4,0
gui4j,org.gui4j.core.call,Gui4jAccessInteger,10,33,1,1,3,10,2,3,1,3
gui4j,org.gui4j.core.call,Gui4jAccessStatic,83,0,4,0,21,0,6,0,4,0
gui4j,org.gui4j.core.call,Gui4jInternalActionCall.new Runnable() {...},21,0,0,0,3,0,2,0,2,0
gui4j,org.gui4j.core.call,ParseCtx,32,58,2,0,7,18,7,8,6,8
gui4j,org.gui4j.core.call,Gui4jAccessSeq,16,23,4,0,2,6,4,2,2,2
gui4j,org.gui4j.core.call,Gui4jInternalActionCall,136,0,10,0,36,0,21,0,16,0
gui4j,org.gui4j.core.call,Gui4jAccessMethod,198,299,20,30,34,71,17,14,2,4
gui4j,org.gui4j.core.call,Gui4jCallParser,330,218,29,28,60,50,27,16,2,8
gui4j,org.gui4j.core.call,Gui4jAccessBase,2,11,0,0,1,5,1,3,1,3
gui4j,org.gui4j.core.call,Gui4jAccessConstant,26,31,1,1,5,10,2,3,1,3
